@RELATION hs

@ATTRIBUTE sequence     string
@ATTRIBUTE incoming     NUMERIC
@ATTRIBUTE outgoing     NUMERIC
@ATTRIBUTE lifetime     NUMERIC
@ATTRIBUTE class        {HS-RP,Client-RP,noise}
@ATTRIBUTE inc_50     NUMERIC
@ATTRIBUTE out_50     NUMERIC
@DATA
-1+1-1-1+1-1+1-1+1+1+1,4,5,59.2385931015,noise,4,5
-1+1-1+1+1-1+1-1+1+1+1-1+1,30043,1691,650.347905874,noise,33,17
-1+1-1-1+1-1+1-1-1+1-1-1+1-1,14309,782,2768.39755893,noise,32,18
-1+1-1+1-1+1+1-1+1+1-1+1,6134,672,496.227064848,noise,43,7
-1+1+1-1+1-1+1-1-1+1-1+1,49774,2657,1301.72910404,noise,45,5
-1+1-1-1+1-1+1+1-1-1+1-1-1+1+1,21365,1444,786.043066978,noise,36,14
-1+1-1+1-1+1-1-1+1-1-1+1+1,13005,1414,604.319088936,noise,28,22
-1+1+1-1-1+1-1+1-1+1+1-1+1+1+1,10795,663,987.185656071,noise,35,15
-1+1-1+1-1+1+1-1+1+1-1+1,2888,230,949.967596054,noise,43,7
-1+1-1+1-1-1+1+1-1+1-1+1+1,6,8,3001.25929189,noise,6,8
-1+1-1+1-1+1+1-1+1-1+1,92089,3713,748.006979942,noise,45,5
-1+1-1+1-1+1-1-1+1-1-1+1-1,74964,3266,634.238884926,noise,44,6
-1+1-1+1+1-1+1-1+1+1-1+1,45629,2176,611.059399128,noise,41,9
-1+1+1-1+1+1-1+1+1-1+1-1+1+1+1,18768,1464,1293.34167004,noise,41,9
-1+1-1+1+1-1+1-1+1+1-1+1,17479,1231,741.043178082,noise,41,9
-1+1+1-1+1-1+1-1+1+1-1-1+1+1-1,290,20,21.0426688194,noise,45,5
-1+1-1+1-1+1-1+1-1+1+1,546,60,23.3177371025,noise,42,8
-1+1-1+1+1-1+1+1-1+1-1+1,18196,920,624.231835127,noise,35,15
-1+1-1+1-1+1-1+1-1+1+1,18168,1488,614.649067163,noise,40,10
-1+1-1+1-1+1-1-1+1-1-1+1,12580,1207,920.866843224,noise,39,11
-1+1-1+1-1-1+1-1-1+1-1+1,48494,2082,682.134627104,noise,45,5
-1+1-1+1+1-1-1+1-1+1-1-1+1,34216,2654,1413.9133091,noise,42,8
-1+1-1-1+1-1-1+1-1-1-1+1-1+1,4075,214,2085.63221884,noise,45,5
-1+1-1+1-1-1+1-1-1+1-1+1,13681,944,1547.74076986,noise,41,9
-1+1-1+1+1-1+1+1-1+1-1+1,22163,1037,560.862021923,noise,45,5
-1+1-1-1-1+1-1+1-1+1-1+1+1,116307,4390,2047.155581,noise,42,8
-1+1+1-1+1-1+1-1+1+1-1+1,4647,489,1599.63920712,noise,34,16
-1+1+1-1+1+1-1+1+1-1+1-1+1,45527,3314,605.529428959,noise,45,5
-1+1-1+1-1+1-1+1-1+1+1,40238,1994,617.333497047,noise,41,9
-1+1-1-1+1-1-1+1-1+1-1+1+1,6819,638,369.862751961,noise,31,19
-1+1+1-1+1-1+1-1+1-1-1+1+1,22834,1115,1696.98431683,noise,45,5
-1+1-1+1-1+1-1+1-1+1+1,870,32,951.075166941,noise,45,5
-1+1-1-1+1+1-1-1+1+1-1+1-1+1,71577,3248,985.511271,noise,42,8
-1+1-1+1-1-1+1+1-1+1-1-1+1,47716,2468,604.291981936,noise,33,17
-1+1-1-1+1-1+1-1-1-1+1-1-1+1,9911,900,608.194437027,noise,41,9
-1+1-1+1+1-1+1-1-1+1+1-1+1,38498,1820,1203.41111898,noise,42,8
-1+1-1+1-1-1+1-1+1+1-1+1+1,23433,1817,3632.01892877,noise,44,6
-1+1+1-1-1+1-1+1-1+1+1+1-1+1,21484,1176,388.185477018,noise,41,9
-1+1-1+1+1-1-1+1-1-1+1-1+1,8211,557,817.996197939,noise,37,13
-1+1-1-1+1-1+1+1-1-1+1-1+1,14788,996,386.394316912,noise,45,5
-1+1-1+1-1+1+1-1+1-1-1+1,11307,906,1027.29911089,noise,45,5
-1+1+1-1+1-1+1+1-1-1+1+1-1+1,137,22,1032.94275713,noise,41,9
-1+1-1+1-1-1+1+1-1+1-1+1,17673,1279,1073.31263709,noise,41,9
-1+1-1+1+1-1+1-1-1+1-1+1,5614,426,1024.21191597,noise,40,10
-1+1+1-1-1+1-1-1+1-1-1-1+1-1+1,11229,1169,612.281248808,noise,39,11
-1+1-1+1-1+1+1-1-1+1-1+1,5069,229,192.570214987,noise,38,12
-1+1-1-1+1-1+1-1-1+1-1+1+1,3504,293,134.767353773,noise,41,9
-1+1-1+1+1-1+1-1+1-1-1+1,36010,1997,1286.18102407,noise,45,5
-1+1-1+1-1-1+1+1-1+1+1-1+1+1,3105,324,2000.72287798,noise,45,5
-1+1-1+1-1+1-1-1+1-1+1,2086,143,2116.30751681,noise,37,13
-1+1-1+1-1+1-1+1,4,5,1633.54285097,noise,4,5
-1+1-1-1+1+1-1+1+1-1+1-1+1+1,10565,758,732.269972086,noise,42,8
-1+1-1+1-1+1-1-1+1-1+1,37728,1638,622.360228062,noise,41,9
-1+1-1-1+1+1-1-1+1-1+1-1-1+1-1,10878,823,1005.18599892,noise,34,16
-1+1-1+1-1-1+1-1-1+1-1+1,1179,47,4191.25468802,noise,42,8
-1+1-1-1+1-1+1-1-1+1+1-1+1,11633,1072,2281.39054585,noise,37,13
-1+1-1+1-1+1-1+1+1-1+1+1,83,16,611.311033964,noise,40,10
-1+1-1+1-1-1+1-1+1+1-1+1,378064,11372,897.595056057,noise,39,11
-1+1-1-1+1-1+1-1-1+1-1+1+1,23029,2139,1905.69196701,noise,41,9
-1+1-1-1+1-1+1-1+1-1-1+1,7210,653,620.919435978,noise,45,5
-1+1+1-1+1+1-1+1+1+1-1+1+1-1+1,47008,2279,722.287423849,noise,41,9
-1+1-1+1+1-1+1-1-1-1+1-1+1,17615,876,331.726495981,noise,35,15
-1+1-1+1-1-1+1-1+1+1-1+1+1,37543,1920,550.284673929,noise,25,25
-1+1-1+1+1-1+1-1+1+1-1+1,21408,1649,673.049278975,noise,35,15
-1+1+1-1+1-1+1-1+1-1-1+1+1,1009,71,51.7638978958,noise,45,5
-1+1-1+1-1+1-1+1-1+1,12669,996,1344.30560899,noise,35,15
-1+1-1+1-1+1+1-1+1+1+1-1+1-1,33691,2094,609.968745947,noise,31,19
-1+1-1+1-1+1-1+1-1+1,15537,703,150.343438148,noise,40,10
-1+1-1+1+1-1+1-1+1-1+1+1,20352,1393,680.864022017,noise,37,13
-1+1-1+1-1+1+1-1-1+1-1-1+1-1,5560,284,464.669764996,noise,41,9
-1+1-1+1-1+1-1+1-1-1+1,19128,1318,619.803300858,noise,37,13
-1+1+1-1+1-1-1+1-1+1-1-1-1+1,378076,11371,1363.67328691,noise,40,10
-1+1-1+1-1-1+1-1+1+1-1+1-1,2219,504,213.551918983,noise,40,10
-1+1+1-1+1-1-1+1+1-1+1-1-1+1,9045,516,764.739975929,noise,41,9
-1+1-1+1+1-1+1-1-1+1+1-1+1,85,19,70.2776319981,noise,41,9
-1+1-1-1+1+1-1+1-1+1+1-1+1,16644,1111,759.552226067,noise,41,9
-1+1-1+1-1+1-1+1+1-1+1,28252,1779,793.198322058,noise,41,9
-1+1-1-1+1-1-1+1-1+1-1+1,35429,1495,1076.62093115,noise,41,9
-1+1-1-1+1-1-1+1-1+1-1+1,13351,814,547.161916018,noise,34,16
-1+1-1+1-1-1+1+1-1+1-1+1+1,50761,2718,1195.04932499,noise,38,12
-1+1-1+1-1+1,3,3,33.5690999031,noise,3,3
-1+1-1+1-1-1+1-1+1-1+1+1,13022,1161,2057.54428601,noise,36,14
-1+1-1+1+1+1-1+1+1-1+1+1-1-1+1,30755,1414,868.334777117,noise,39,11
-1+1+1-1+1+1-1+1+1-1-1+1-1+1,24130,894,701.081050158,noise,40,10
-1+1-1+1-1+1-1-1+1-1+1,17602,1568,565.868142128,noise,39,11
-1+1-1+1-1+1+1-1-1+1+1-1+1+1-1,29082,1873,1201.35259008,noise,42,8
-1+1-1+1+1-1+1+1-1-1-1+1-1-1+1,45,12,766.63788414,noise,42,8
-1+1+1-1+1-1+1-1+1-1+1,439,33,3188.32995582,noise,41,9
-1+1-1+1+1-1+1-1+1-1+1+1,12283,821,323.968822002,noise,45,5
-1+1-1+1-1+1-1-1+1-1+1-1,98684,3997,776.862179995,noise,37,13
-1+1-1+1+1+1-1+1-1-1+1-1+1+1-1,41867,2060,602.530369043,noise,41,9
-1+1-1+1-1+1-1+1-1+1-1,54654,2502,1799.32728386,noise,33,17
-1+1-1+1-1+1-1+1+1-1+1,951,74,2375.86263704,noise,36,14
-1+1-1+1+1-1-1+1-1+1-1-1+1,23123,1647,581.495679855,noise,32,18
-1+1-1+1+1-1+1+1-1-1+1-1+1+1,16378,1494,433.52788496,noise,41,9
-1+1-1+1-1+1-1+1-1-1+1+1,57186,2177,675.631164074,noise,42,8
-1+1+1-1-1+1-1-1+1-1+1+1-1+1+1,15803,825,475.275171995,noise,31,19
-1+1-1+1+1-1+1-1-1+1-1+1,60486,2642,1363.9102881,noise,44,6
-1+1-1-1+1-1+1-1+1-1+1,386957,12212,904.753621817,noise,39,11
-1+1-1-1+1-1+1-1+1-1+1-1,1567,83,93.3757281303,noise,41,9
-1+1-1-1+1-1+1-1+1-1+1+1+1,37959,1843,1257.17796993,noise,45,5
-1+1-1+1+1-1+1+1-1+1-1-1+1,23750,1196,2903.16617203,noise,37,13
-1+1+1-1+1-1-1+1-1+1-1+1,29355,1484,715.951868057,noise,41,9
-1+1-1+1+1-1-1+1-1+1-1-1+1+1,6,7,78.4946119785,noise,6,7
-1+1+1-1-1+1+1-1+1-1+1-1+1+1,59845,2450,675.978379011,noise,45,5
-1+1-1+1+1-1+1-1-1+1+1-1+1,27709,1861,1524.33362913,noise,36,14
-1+1+1-1-1+1-1+1-1+1+1-1+1+1+1,687,93,220.228106976,noise,44,6
-1+1-1+1-1+1-1+1+1-1+1,14851,670,2229.20517397,noise,32,18
-1+1-1+1-1+1-1+1+1-1+1,23833,1309,244.733778954,noise,45,5
-1+1-1-1+1-1-1+1-1+1+1-1+1,82248,3960,613.290056944,noise,37,13
-1+1-1+1+1-1+1-1+1-1-1+1,24241,2044,1807.71763706,noise,33,17
-1+1-1+1-1-1+1-1+1-1-1+1+1-1,1685,134,1588.04156709,noise,45,5
-1+1-1-1+1+1-1-1+1-1+1-1-1+1-1,32112,2256,2193.60187197,noise,45,5
-1+1-1+1-1+1+1-1+1-1+1+1,29214,1596,1186.58475399,noise,40,10
-1+1-1+1-1-1-1+1-1+1-1+1+1,604,39,18.8121011257,noise,45,5
-1+1-1+1-1+1-1-1+1-1+1,20610,1890,3339.31915402,noise,45,5
-1+1-1-1-1+1-1+1-1+1-1+1,385570,11925,616.117524147,noise,34,16
-1+1-1-1+1-1-1+1-1+1-1+1+1,21244,1521,1626.27775288,noise,40,10
-1+1-1+1+1+1-1+1-1+1-1+1,33669,1453,738.834597826,noise,30,20
-1+1-1+1+1-1+1-1+1+1-1+1+1,94180,3865,644.166377068,noise,22,28
-1+1+1-1-1+1-1+1-1-1+1-1+1,1399,82,43.5531020164,noise,41,9
-1+1-1+1+1-1-1+1-1-1+1-1+1,5429,602,1802.87808299,noise,41,9
-1+1-1+1+1-1+1+1-1+1+1-1+1,25473,1822,1218.23377085,noise,24,26
-1+1-1+1-1-1+1+1-1+1+1-1+1-1,17648,1454,1015.393646,noise,45,5
-1+1+1-1-1+1-1-1+1+1-1-1+1-1+1,2920,272,1177.69377589,noise,38,12
-1+1-1+1-1+1-1-1+1-1-1+1,1653,113,210.280900002,noise,45,5
-1+1-1-1+1+1-1-1+1-1+1+1-1-1+1,11230,871,469.044948101,noise,27,23
-1+1-1+1-1+1-1-1+1-1-1+1,147,16,117.851813078,noise,41,9
-1+1+1-1+1-1+1-1+1-1-1+1,105,11,1602.5242331,noise,45,5
-1+1-1+1+1-1+1-1+1+1-1+1,14837,1275,1024.13687181,noise,39,11
-1+1-1+1+1-1+1-1+1-1+1-1,25720,1307,667.377527952,noise,37,13
-1+1-1+1-1-1+1+1-1+1+1-1-1+1+1,30263,1778,1616.39768195,noise,35,15
-1+1-1-1-1+1+1-1+1-1+1-1-1+1,16805,1561,2306.50694084,noise,39,11
-1+1-1+1+1-1+1-1-1+1-1-1+1+1,33983,1480,802.365198135,noise,41,9
-1+1+1-1+1-1-1+1-1-1+1-1+1,7336,577,739.651710987,noise,41,9
-1+1-1+1-1-1+1-1-1+1-1-1-1+1,3386,296,988.540493965,noise,39,11
-1+1-1-1-1+1-1-1+1-1+1-1+1,18891,1538,586.295336008,noise,30,20
-1+1-1-1+1+1-1+1-1+1-1-1+1-1,17512,1257,618.869580984,noise,39,11
-1+1-1+1-1+1+1-1+1-1+1,4098,233,694.165509224,noise,30,20
-1+1-1+1-1-1+1-1-1+1-1+1+1-1,9278,851,697.583704948,noise,41,9
-1+1-1+1-1+1-1+1-1+1-1,4107,353,1118.59607911,noise,43,7
-1+1-1-1+1-1+1-1+1-1+1,157,25,20.6152989864,noise,42,8
-1+1-1+1-1+1-1+1+1-1+1,24897,2026,707.95508194,noise,39,11
-1+1-1+1+1-1-1+1-1+1-1-1+1,30458,1869,772.59977603,noise,33,17
-1+1+1-1+1-1+1+1-1+1-1+1+1+1,112886,4057,1010.95055413,noise,42,8
-1+1-1+1+1+1-1+1-1+1+1+1-1+1,9418,909,308.253487825,noise,33,17
-1+1-1+1-1+1+1-1-1+1+1-1+1,5742,618,455.95994401,noise,41,9
-1+1-1-1+1-1-1+1+1-1-1+1-1-1+1+1,51639,2226,555.108747005,noise,44,6
-1+1-1-1+1-1+1-1-1+1-1+1-1,46782,1984,663.858299017,noise,41,9
-1+1-1-1-1+1-1-1+1-1+1-1-1+1+1,4701,375,326.144357204,noise,45,5
-1+1-1+1+1-1+1+1-1+1-1+1,12,6,1287.49558306,noise,12,6
-1+1-1+1+1-1+1-1-1+1+1-1+1,29276,1907,647.214255095,noise,41,9
-1+1-1-1+1-1+1+1-1+1-1+1+1,31018,2396,675.751977921,noise,45,5
-1+1-1+1-1+1+1+1-1+1-1+1,11118,722,630.839473963,noise,37,13
-1+1+1-1+1-1+1+1-1+1+1-1+1-1,16374,1133,745.437958956,noise,45,5
-1+1-1-1+1-1+1+1-1+1-1+1,22576,978,695.78399086,noise,41,9
-1+1-1-1-1+1-1+1-1-1+1-1+1,108523,3932,832.074425936,noise,40,10
-1+1-1+1-1+1+1+1-1+1+1-1+1+1,36648,2496,1844.9755249,noise,39,11
-1+1-1+1-1-1+1-1-1+1-1+1,3675,202,1247.49360108,noise,42,8
-1+1+1-1+1-1-1+1-1+1-1+1-1,716,76,2064.76942301,noise,28,22
-1+1-1+1-1+1+1-1+1-1-1+1,547,43,467.270584106,noise,40,10
-1+1-1+1-1+1-1-1+1-1+1,20167,1263,624.345598936,noise,39,11
-1+1-1-1+1-1+1-1+1-1+1-1,164,16,18.3532400131,noise,40,10
-1+1-1-1+1+1-1-1+1-1-1+1-1-1+1+1,9767,622,864.84236002,noise,34,16
-1+1-1-1+1+1-1+1-1-1+1-1+1+1+1,21646,1576,601.630210876,noise,41,9
-1+1-1-1+1-1+1-1-1+1-1-1+1,74625,2802,504.437257051,noise,41,9
-1+1-1+1-1+1-1-1+1-1+1,21589,1494,1199.64816594,noise,41,9
-1+1-1+1-1+1-1+1-1-1+1,8791,566,369.391813993,noise,41,9
-1+1-1-1+1+1-1+1-1-1+1+1-1+1,4175,234,174.096696138,noise,45,5
-1+1-1+1-1-1+1+1-1+1+1-1-1+1,17371,1728,609.571531773,noise,42,8
-1+1-1+1-1+1-1+1-1-1-1+1+1,5094,479,754.778493881,noise,35,15
-1+1-1+1-1-1+1-1+1-1-1+1,10291,691,1742.01549888,noise,41,9
-1+1-1-1-1+1-1-1+1-1+1+1,4,5,221.263458014,noise,4,5
-1+1-1-1+1+1-1+1+1-1-1+1-1+1,378039,11373,636.981808901,noise,36,14
-1+1+1-1+1-1-1+1-1+1+1-1+1+1,9580,827,517.60249114,noise,41,9
-1+1-1-1+1-1-1+1-1-1+1-1+1,27089,1534,656.716642141,noise,45,5
-1+1-1-1+1-1+1+1-1+1+1-1-1+1+1+1,21849,1586,775.60492301,noise,42,8
-1+1-1-1+1-1+1+1-1+1+1-1+1,8916,693,616.289019823,noise,28,22
-1+1-1-1+1-1+1-1+1-1+1+1,36333,1901,1451.72876811,noise,41,9
-1+1-1+1-1+1-1-1+1-1-1+1,9366,538,1799.67363691,noise,37,13
-1+1+1-1-1+1-1+1-1+1-1-1+1,11000,893,660.664074183,noise,39,11
-1+1-1-1+1-1+1-1+1-1+1+1,1193,307,456.35235405,noise,33,17
-1+1+1-1+1+1-1+1-1+1+1-1+1,17194,768,273.331005812,noise,39,11
-1+1-1-1+1-1+1-1-1+1+1-1+1+1,82026,3244,1274.01183105,noise,38,12
-1+1-1+1-1+1+1-1+1-1-1+1,27058,1733,1371.98059702,noise,42,8
-1+1-1+1+1-1+1-1+1-1+1,1141711,35396,1299.78095317,noise,37,13
-1+1-1+1+1-1+1-1-1+1-1+1,3789,220,312.252573013,noise,39,11
-1+1+1-1-1+1-1-1+1-1+1-1+1,1792,164,268.361752987,noise,38,12
-1+1-1-1+1-1+1+1-1-1+1-1+1-1,27537,1072,352.802301884,noise,41,9
-1+1-1+1-1-1+1+1-1+1+1-1+1+1,14311,1175,620.770760059,noise,38,12
-1+1-1+1-1-1+1-1-1+1-1+1,18,6,3624.97481298,noise,18,6
-1+1-1+1-1-1+1-1+1-1+1+1,12068,951,2154.02034783,noise,41,9
-1+1+1-1-1+1-1-1+1-1-1+1+1-1+1,17586,1262,1045.06711102,noise,41,9
-1+1-1+1-1+1-1+1-1+1-1,2905,147,413.156122208,noise,42,8
-1+1-1+1+1-1+1+1-1+1-1+1,43136,2157,603.778255939,noise,40,10
-1+1+1-1-1+1-1+1+1-1-1+1-1+1,12933,1105,611.051544189,noise,39,11
-1+1-1+1-1+1+1-1+1-1+1+1,718,78,1275.28515911,noise,41,9
-1+1-1-1+1-1+1-1-1+1+1-1+1,16280,1298,1191.78676796,noise,37,13
-1+1+1-1-1+1-1+1+1-1+1+1-1+1,13597,1028,1072.15286493,noise,41,9
-1+1-1+1-1+1-1-1+1-1-1+1,21,9,1434.09963512,noise,21,9
-1+1-1+1-1+1-1+1-1-1+1,29134,2024,699.464020014,noise,44,6
-1+1-1+1-1+1-1+1-1+1,378042,11378,957.195343971,noise,32,18
-1+1-1+1-1+1-1+1-1+1,30360,1937,1877.74904799,noise,37,13
-1+1-1+1-1-1+1-1+1-1-1-1+1,20621,889,698.338106155,noise,45,5
-1+1-1+1+1-1-1+1-1+1+1-1+1-1,28559,2201,345.094792128,noise,45,5
-1+1-1+1-1-1+1-1+1-1+1+1,16300,864,1169.59329796,noise,41,9
-1+1-1+1+1-1+1+1-1-1+1-1+1,296,47,616.975641012,noise,39,11
-1+1-1-1+1-1-1+1-1-1+1-1+1-1,22744,1486,695.426625013,noise,42,8
-1+1-1+1-1+1-1-1-1+1-1+1,32565,1277,730.357114792,noise,45,5
-1+1-1+1-1+1-1+1-1+1,609,83,702.089934111,noise,41,9
-1+1-1+1+1-1+1+1-1+1-1-1+1+1,33370,2069,683.335617065,noise,41,9
-1+1-1+1-1-1+1-1+1-1-1+1-1,12010,1082,464.165680885,noise,41,9
-1+1-1-1+1-1+1-1-1+1-1+1-1,20510,1081,2461.3054781,noise,44,6
-1+1-1+1+1-1+1-1+1+1-1+1,15464,1062,567.888392925,noise,28,22
-1+1-1+1-1-1+1-1+1+1-1+1,19487,1416,742.380347013,noise,41,9
-1+1-1+1+1-1+1-1+1-1-1+1+1-1,6428,644,779.989567041,noise,41,9
-1+1-1+1-1+1+1-1-1+1-1+1-1,20868,908,747.241356134,noise,41,9
-1+1-1+1-1+1-1+1-1-1+1,14339,1077,634.740833044,noise,45,5
-1+1+1-1+1+1-1+1-1+1-1+1+1,12385,918,904.744340897,noise,45,5
-1+1+1-1+1-1-1+1-1-1+1-1+1,27080,1181,1290.31939697,noise,45,5
-1+1-1-1+1+1-1+1-1+1-1+1,16071,1278,619.89932394,noise,30,20
-1+1+1-1+1-1-1+1-1-1+1+1-1+1,10399,892,515.288068056,noise,41,9
-1+1-1-1+1-1+1+1-1+1-1-1+1,381576,11646,398.433962822,noise,31,19
-1+1-1-1+1-1+1-1-1-1+1-1+1,26434,1427,589.011849165,noise,40,10
-1+1-1-1-1+1-1+1-1+1+1-1+1-1,38779,1881,443.102292776,noise,40,10
-1+1-1-1+1-1-1+1-1+1+1-1-1+1+1,19016,1381,641.021143913,noise,41,9
-1+1-1+1-1+1-1+1+1-1-1+1,9985,800,556.02748704,noise,41,9
-1+1-1-1+1-1+1-1-1+1+1-1+1,24314,1784,685.081171989,noise,45,5
-1+1-1+1-1+1-1-1+1-1+1,9055,494,197.373276949,noise,30,20
-1+1+1-1-1+1-1-1+1+1-1+1+1-1+1+1,22945,1584,609.578781128,noise,36,14
-1+1-1-1-1+1-1+1-1+1-1+1,10895,539,1586.97960305,noise,41,9
-1+1-1+1+1+1-1+1-1-1-1+1-1+1+1,33376,1412,853.171325922,noise,41,9
-1+1-1+1+1-1+1-1+1-1-1-1+1,5418,572,620.47689414,noise,38,12
-1+1+1-1+1-1-1+1+1-1+1-1+1,19083,1324,607.967719078,noise,33,17
-1+1+1-1+1-1+1-1-1+1-1-1+1,3577,249,140.492623091,noise,43,7
-1+1-1+1-1+1-1+1+1-1+1-1,2559,291,248.903430939,noise,45,5
-1+1-1-1+1-1-1+1-1+1-1+1+1+1,10315,917,309.396634817,noise,41,9
-1+1-1+1-1-1+1+1-1+1-1+1+1+1,17854,1492,741.689234018,noise,36,14
-1+1-1+1-1-1+1-1-1+1-1+1,79019,3307,1800.07520914,noise,40,10
-1+1-1+1-1-1+1+1-1+1-1+1-1,30052,2105,2436.77605915,noise,33,17
-1+1-1+1+1-1-1+1-1-1-1+1+1-1+1,9757,989,629.162446022,noise,41,9
-1+1-1+1+1-1+1+1-1+1+1-1+1,114711,4213,656.673983097,noise,38,12
-1+1-1-1+1+1-1+1-1-1+1+1-1+1-1,50031,2150,643.870364189,noise,41,9
-1+1-1-1+1-1+1-1+1-1-1+1-1,19172,1673,2242.71469712,noise,45,5
-1+1-1+1-1+1+1-1-1-1+1-1-1+1,22387,1967,627.757217884,noise,42,8
-1+1-1-1+1-1-1+1-1+1-1+1+1,20127,1571,617.965382099,noise,41,9
-1+1-1+1+1-1+1-1-1+1-1+1+1-1,112277,4724,632.605029106,noise,41,9
-1+1-1-1+1-1+1+1-1+1+1-1-1+1,7349,1111,592.484415054,noise,37,13
-1+1+1-1-1+1-1+1+1-1+1-1+1,7901,588,606.177108049,noise,41,9
-1+1-1+1-1+1-1-1+1-1+1,16764,1500,678.994191885,noise,42,8
-1+1+1-1+1-1+1-1+1-1+1,26404,1760,3696.986058,noise,37,13
-1+1-1-1-1+1-1-1+1-1+1-1+1+1,48283,2440,613.596431971,noise,44,6
-1+1-1-1+1-1+1-1+1-1+1-1,11197,631,1404.15153384,noise,36,14
-1+1-1-1+1-1-1+1+1-1+1-1+1+1,27587,2150,3157.47975492,noise,45,5
-1+1-1+1+1-1-1+1-1-1+1-1+1+1,6959,790,602.335236073,noise,40,10
-1+1-1+1-1+1-1+1-1+1,16204,988,725.974980116,noise,44,6
-1+1-1-1-1+1-1-1-1+1-1+1+1-1+1+1,24349,1288,661.842911959,noise,33,17
-1+1-1-1+1-1+1-1+1-1+1+1+1,144,17,428.285022974,noise,41,9
-1+1+1-1+1+1-1+1-1-1+1-1,4,5,2167.28496909,noise,4,5
-1+1-1-1+1-1-1+1-1+1+1-1+1+1,5609,317,346.152325869,noise,41,9
-1+1-1+1+1-1+1+1-1+1+1-1+1,35840,2445,958.336840868,noise,41,9
-1+1-1+1-1+1+1-1-1+1,4,5,26.1953392029,noise,4,5
-1+1-1+1+1-1-1+1-1-1+1+1-1+1,4744,415,1160.05954885,noise,37,13
-1+1-1-1+1-1+1-1+1+1-1+1+1,1178,181,1018.60533595,noise,41,9
-1+1-1+1-1-1+1-1+1-1+1,5457,338,750.120989084,noise,37,13
-1+1-1-1+1+1-1+1-1-1+1-1+1,13310,1185,909.639465094,noise,36,14
-1+1-1+1+1-1+1-1+1-1-1+1,31880,2223,623.634332895,noise,42,8
-1+1-1+1-1+1-1+1+1-1-1+1+1,5175,260,829.404535055,noise,41,9
-1+1-1+1-1+1-1+1-1+1-1,69864,3020,1181.37084794,noise,41,9
-1+1-1+1-1-1+1-1+1-1+1-1,86706,3108,724.410106182,noise,45,5
-1+1-1-1+1-1-1+1-1-1+1-1+1,2658,211,613.457025051,noise,42,8
-1+1-1+1-1+1-1-1-1+1-1+1-1,64088,2770,736.075521946,noise,39,11
-1+1+1-1-1+1-1-1+1+1-1+1-1+1+1-1,47425,2062,1009.0361979,noise,44,6
-1+1-1+1-1+1-1+1+1-1+1,10937,959,451.259218216,noise,41,9
-1+1-1+1-1-1+1-1+1-1+1-1,10240,983,1814.94093204,noise,37,13
-1+1-1+1+1+1-1+1-1-1+1-1-1+1,2833,108,2770.26204014,noise,44,6
-1+1-1+1+1+1-1+1-1+1+1-1-1+1,14097,666,157.157557011,noise,36,14
-1+1-1+1+1-1+1-1-1+1-1-1-1+1,1824,446,409.190089941,noise,30,20
-1+1-1+1-1+1+1-1-1+1-1+1,37375,1693,2508.41341996,noise,34,16
-1+1-1-1+1-1+1+1+1-1+1-1+1,183,21,919.765531063,noise,45,5
-1+1-1+1-1-1+1-1+1+1-1+1,11320,871,477.062758923,noise,27,23
-1+1-1+1-1+1-1-1+1-1-1+1,3556,366,1724.59965897,noise,45,5
-1+1-1+1+1-1+1+1+1-1-1+1-1-1+1-1,19324,1478,2371.49079204,noise,36,14
-1+1-1+1-1+1-1+1-1-1+1-1,8948,844,1450.18050003,noise,38,12
-1+1+1-1+1-1+1-1+1-1-1+1,8309,704,255.006270885,noise,40,10
-1+1-1+1-1+1-1-1+1-1+1,91716,3699,1763.9665668,noise,37,13
-1+1-1+1+1-1-1+1-1-1+1-1+1,22044,1345,1037.09187007,noise,42,8
-1+1-1+1-1-1+1-1-1+1-1+1-1,15158,923,3680.80029607,noise,39,11
-1+1-1+1-1+1+1-1+1,4,5,703.114377975,noise,4,5
-1+1-1-1+1-1+1-1+1+1+1-1-1+1+1,1378,71,20.6245720387,noise,43,7
-1+1-1+1-1-1+1-1-1+1-1+1,2240,189,728.247987986,noise,38,12
-1+1-1-1+1-1+1+1-1-1-1+1-1+1-1,4875,286,608.887806892,noise,43,7
-1+1+1-1-1+1-1+1+1-1+1+1-1+1,6225,464,693.848163128,noise,39,11
-1+1-1-1+1-1-1+1-1+1-1+1+1,571,69,620.298246861,noise,35,15
-1+1-1+1-1+1-1-1+1-1-1+1,17819,1296,632.293187141,noise,38,12
-1+1-1-1+1-1+1-1-1+1+1-1-1+1+1,6,7,454.500479937,noise,6,7
-1+1-1-1+1-1-1+1-1-1+1-1+1+1-1,61002,3444,628.139019012,noise,41,9
-1+1-1+1-1+1-1-1+1-1+1-1,9512,790,658.195538998,noise,41,9
-1+1-1+1+1-1-1+1+1-1-1+1-1-1+1+1,18249,1061,608.051295996,noise,42,8
-1+1-1+1-1+1+1-1+1-1+1,36702,1710,717.927840948,noise,45,5
-1+1-1-1+1-1+1+1-1+1-1-1+1+1,13000,1164,1107.429178,noise,36,14
-1+1-1+1-1+1-1+1-1-1+1,30529,2186,636.571258068,noise,45,5
-1+1-1-1+1+1-1-1+1-1+1-1-1+1-1,2652,229,1980.70405316,noise,32,18
-1+1-1-1+1-1+1-1+1-1-1+1-1,1424,120,1006.63653207,noise,41,9
