@RELATION hs

@ATTRIBUTE sequence     string
@ATTRIBUTE incoming     NUMERIC
@ATTRIBUTE outgoing     NUMERIC
@ATTRIBUTE lifetime     NUMERIC
@ATTRIBUTE class        {HS-RP,Client-RP,noise}
@ATTRIBUTE inc_50     NUMERIC
@ATTRIBUTE out_50     NUMERIC
@DATA
 -1+1-1+1-1+1-1+1+1+1,34977,2428,612.683793068,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,8275,724,837.218194962,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,19324,1364,609.350095987,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,27626,1807,693.005173922,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,366,48,3015.73019791,noise,35,15
 -1+1-1+1-1+1-1+1+1+1,10442,833,1804.87845206,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,4864,392,692.93755579,noise,25,25
 -1+1-1+1-1+1-1+1-1+1,54132,2324,708.941982031,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,2789,171,122.335152149,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,29,11,49.4955699444,noise,29,11
 -1+1-1+1-1+1-1+1+1+1,945,39,143.576235056,noise,44,6
 -1+1-1+1-1+1-1-1+1+1,13377,1268,3124.34021902,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,3761,270,565.27552104,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,2678,150,259.275832176,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,18443,1131,772.681325912,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,32516,2056,530.319296122,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,7531,617,275.365973949,noise,41,9
 -1+1-1+1-1+1-1-1,3,5,18.8454580307,noise,3,5
 -1+1-1+1-1+1-1+1-1+1,216,18,14.8363308907,noise,41,9
 -1+1-1+1-1+1-1+1+1-1,10361,707,686.064589024,noise,34,16
 -1+1-1+1-1+1-1-1+1+1,38821,2451,604.051310062,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,20461,1461,675.255284071,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,5567,430,755.230171919,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,9997,588,901.821205854,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,20094,1036,611.395818949,noise,45,5
 -1+1-1+1-1+1-1+1-1-1,9411,674,200.138379812,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,25813,1285,1520.39646411,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,38055,3188,2072.70075488,noise,43,7
 -1+1-1+1-1+1-1+1-1-1,11400,737,620.36162591,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,26820,1579,605.331140041,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,19453,1285,754.236176968,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,8533,698,1719.92968702,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,50,15,40.0390338898,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,33378,1487,840.155059814,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,9125,585,313.155871153,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,499,72,386.757647038,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,2618,320,2052.70409989,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,22410,1602,599.926781178,noise,35,15
 -1+1-1+1-1+1-1+1+1+1,7880,823,1209.02389002,noise,44,6
 -1+1-1+1-1+1-1+1-1-1,434,147,725.774349928,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,6914,497,831.27383709,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,37143,1765,605.830057859,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,7746,656,605.178049088,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,12,7,131.125046015,noise,12,7
 -1+1-1+1-1+1-1+1+1-1,48,42,644.685763836,noise,28,22
 -1+1-1+1-1+1-1+1+1+1,2875,279,483.93696785,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,3127,154,810.450412035,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,12132,1110,1217.81150198,noise,31,19
 -1+1-1+1-1+1-1+1-1+1,13494,822,283.140498161,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,760,119,1024.10738802,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,12223,1111,1201.08553314,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,21355,1218,600.133723974,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,2420,137,797.987707138,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,24543,1468,1093.85966301,noise,44,6
 -1+1-1+1-1+1-1-1+1+1,22260,1421,1204.16454005,noise,33,17
 -1+1-1+1-1+1-1-1+1+1,5154,607,609.967958927,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,9359,664,686.658029079,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,993,149,1601.879529,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,5129,355,231.148127079,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,10346,745,604.058580875,noise,33,17
 -1+1-1+1-1+1-1+1+1+1,27930,1661,2224.89378214,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,22982,1751,1762.63555288,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,35256,1650,1224.46469188,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,2487,166,943.421696186,noise,46,4
 -1+1-1+1-1+1-1+1+1-1,1790,141,1277.31700301,noise,42,8
 -1+1-1+1-1+1-1-1+1+1,3220,176,67.7339909077,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,9455,799,316.172393084,noise,41,9
 -1+1-1+1-1+1-1-1,3,5,98.2304050922,noise,3,5
 -1+1-1+1-1+1-1+1-1+1,16200,1211,606.895081997,noise,39,11
 -1+1-1+1-1+1-1-1,3,5,1202.38234377,noise,3,5
 -1+1-1+1-1+1-1+1-1+1,18183,1218,3826.81605506,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,14774,865,670.237282038,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,99114,3666,3616.45083594,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,681,97,1006.10571408,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,4378,250,108.999092817,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,48502,2411,1289.51983309,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,13563,1253,1858.77400208,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,758,89,618.548023224,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,277,17,522.941689968,noise,46,4
 -1+1-1+1-1+1-1+1+1-1,213,19,1130.48415184,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,5370,555,219.482695103,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,1188,86,624.072018147,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,616,78,689.496955872,noise,25,25
 -1+1-1+1-1+1-1+1+1+1,2081,93,625.225665092,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,21083,1246,844.611123085,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,12393,1000,2169.80149007,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,17199,1279,2460.29297614,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,50879,2291,1577.36371303,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,17736,1038,665.710859776,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,45991,2423,1224.88013005,noise,45,5
 -1+1-1+1-1+1-1-1+1+1,9215,622,815.015627146,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,8317,665,279.333317995,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,32345,1289,648.952934027,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,8438,871,1345.49328709,noise,29,21
 -1+1-1+1-1+1-1+1+1+1,48275,2524,1096.19938183,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,9466,689,189.324739933,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,10258,417,132.350677013,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,16671,1121,593.386925936,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,31704,1958,600.595626116,noise,32,18
 -1+1-1+1-1+1-1+1+1+1,822,108,630.501661062,noise,45,5
 -1+1-1+1-1+1,3,3,9.69505906105,noise,3,3
 -1+1-1+1-1+1-1+1-1+1,30429,1851,603.347137928,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,534,42,1513.56298685,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,10677,842,645.37003684,noise,39,11
 -1+1-1+1-1+1-1+1+1+1,8901,641,1158.18423295,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,20969,1831,1510.82510996,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,14610,1280,779.349619865,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,13798,915,2005.55121493,noise,45,5
 -1+1-1+1-1+1-1-1+1-1,95,40,113.057676077,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,13479,866,545.028501034,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,1218,130,280.001583099,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,464,79,2987.38631892,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,741,157,97.1191728115,noise,37,13
 -1+1-1+1-1+1-1+1+1-1,6,8,495.170226812,noise,6,8
 -1+1-1+1-1+1-1+1+1+1,8770,584,1693.46634412,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,46054,2908,715.66508007,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,14736,1094,610.744184017,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,3779,191,430.022795916,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,35691,1930,4157.39029694,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,24970,1202,618.601347208,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,19423,1111,1124.13457513,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,4,7,175.868658066,noise,4,7
 -1+1-1+1-1+1-1+1-1+1,10024,919,337.585269928,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,15273,1121,418.938482046,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,98650,3988,603.374296904,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,30312,1276,1303.61281919,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,10857,633,427.976621866,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,6494,623,2833.36525583,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,390450,12606,612.758042097,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,17968,997,650.021625996,noise,24,26
 -1+1-1+1-1+1-1+1-1+1,532,22,2417.39184809,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,385,53,1111.66855693,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,145,19,423.171478033,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,138,40,862.712422848,noise,44,6
 -1+1-1+1-1+1-1+1+1+1,63133,3042,633.326414108,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,5260,386,201.086985826,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,3330,331,1803.4938581,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,28442,1614,520.803247929,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,27119,1800,626.015403032,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,6136,532,623.218301058,noise,21,29
 -1+1-1+1-1+1-1+1-1-1,4,7,674.190583944,noise,4,7
 -1+1-1+1-1+1-1+1+1+1,601841,18194,2721.58323693,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,31097,2409,610.541596174,noise,39,11
 -1+1-1+1-1+1-1+1+1-1,5,7,1221.24832082,noise,5,7
 -1+1-1+1-1+1-1+1+1+1,37153,1442,3692.19678211,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,23553,1598,617.586591005,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,486,62,543.451700926,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,27994,1584,1200.77747107,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,1004230,30183,1222.11689806,noise,38,12
 -1+1-1+1-1+1-1+1-1-1,32458,2525,534.939288139,noise,37,13
 -1+1-1+1-1+1-1-1+1+1,184,74,72.3455059528,noise,33,17
 -1+1-1+1-1+1-1-1+1+1,5247,502,494.97199297,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,1978,188,940.851546049,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,20293,1700,602.196216106,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,54505,2682,770.987042904,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,44,15,38.1131920815,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,39232,2524,688.305024862,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,3907,349,354.544442892,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,2004,172,644.807404995,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,48130,2368,598.864302874,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,12182,1225,1903.61683893,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,4130,364,1728.64701581,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,967134,29174,1057.01746798,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,16775,1038,1131.44857597,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,27030,1779,703.915602922,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,8274,771,623.97736907,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,10545,678,1420.93358397,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,30289,1412,620.365458965,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,36128,2794,4203.49815798,noise,38,12
 -1+1-1+1-1+1-1+1+1+1,11825,1452,1231.29404211,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,77809,3812,561.0972929,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,11480,900,528.756249905,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,42710,2854,1202.07134604,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,5,8,32.4006609917,noise,5,8
 -1+1-1+1-1+1-1+1-1+1,6710,660,780.962929964,noise,29,21
 -1+1-1+1-1+1-1+1-1+1,22935,1323,732.891474009,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,2369,173,82.8751001358,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,4373,269,959.065619946,noise,45,5
 -1+1-1+1-1+1-1-1-1+1,650,66,1458.27210283,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,15157,838,248.641960144,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,18842,922,317.236059904,noise,43,7
 -1+1-1+1-1+1-1+1-1-1,17318,1230,600.101877928,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,383960,11813,803.047017097,noise,39,11
 -1+1-1+1-1+1-1+1-1-1,55888,2890,1291.72567415,noise,39,11
 -1+1-1+1-1+1-1+1-1-1,10692,925,485.082515955,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,31727,1825,676.596225023,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,13659,1121,1880.24244404,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,147,18,394.069262028,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,26698,1361,649.064707041,noise,33,17
 -1+1-1+1-1+1-1+1+1+1,66,13,167.51465416,noise,46,4
 -1+1-1+1-1+1-1+1+1-1,18463,1102,1202.33121705,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,26918,1551,605.882538795,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,25507,1415,1473.43421412,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,7431,547,478.151292086,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,21862,1347,1261.78577709,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,19162,1388,813.179076195,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,17602,1227,601.576322079,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,13454,899,590.492648125,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,32604,1910,2809.57450318,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,5115,730,432.548923969,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,358,24,1309.6753881,noise,38,12
 -1+1-1+1-1+1-1-1,3,5,20.8062169552,noise,3,5
 -1+1-1+1-1+1-1+1+1-1,1760,117,1297.35917997,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,32262,1253,3528.12298489,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,28511,2413,601.991984129,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,33518,1812,2098.55759597,noise,45,5
 -1+1-1+1-1+1-1-1,3,5,1707.20835996,noise,3,5
 -1+1-1+1-1+1-1-1-1-1,13433,1190,1216.17435908,noise,28,22
 -1+1-1+1-1+1-1+1-1+1,35495,1981,669.014260769,noise,38,12
 -1+1-1+1-1+1-1+1-1+1,58565,2669,933.710914135,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,213024,6399,1503.53776407,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,9701,956,1203.12433696,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,3851,215,228.055196047,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,21209,1411,1170.87842512,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,1082,62,126.388813019,noise,44,6
 -1+1-1+1-1+1-1+1-1+1,27518,1735,667.869946003,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,7130,837,1317.79815984,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,6591,316,1919.06147003,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,15702,999,502.211693048,noise,36,14
 -1+1-1+1-1+1-1+1-1+1,4285,206,311.954113007,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,29517,1536,669.088167906,noise,45,5
 -1+1-1+1-1+1-1+1+1-1,30567,1351,3124.07283497,noise,31,19
 -1+1-1+1-1+1-1-1+1+1,6016,346,67.9531610012,noise,32,18
 -1+1-1+1-1+1-1+1-1+1,10218,595,746.17061615,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,5614,597,2208.09189415,noise,42,8
 -1+1-1+1-1+1-1+1-1-1,25,35,673.890214205,noise,21,29
 -1+1-1+1-1+1-1+1-1+1,23198,1933,631.144306898,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,47853,2398,1460.80093002,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,41230,1873,777.32169199,noise,41,9
 -1+1-1+1-1+1-1-1+1+1,18564,1054,1910.95098209,noise,31,19
 -1+1-1+1-1+1-1-1,3,5,1482.63066792,noise,3,5
 -1+1-1+1-1+1-1+1-1+1,8006,454,739.600598812,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,1185,263,609.876911163,noise,32,18
 -1+1-1+1-1+1-1+1-1+1,10127,755,483.33397603,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,8219,649,941.529522896,noise,33,17
 -1+1-1+1-1+1-1+1+1+1,79,32,667.643640041,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,963,247,254.2474401,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,7575,520,205.219588995,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,6,7,1311.84905005,noise,6,7
 -1+1-1+1-1+1-1+1-1+1,5132,484,135.227512121,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,37530,1961,2672.47260714,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,27794,1523,455.805382967,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,1983,359,757.174049139,noise,42,8
 -1+1-1+1-1+1-1+1+1-1,28214,1625,652.31603694,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,150,55,318.176062107,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,8105,673,797.541438818,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,48596,2381,1193.15597606,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,10179,588,206.050429106,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,26227,1798,1230.69319391,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,608,56,651.378340006,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,33858,1580,619.405577183,noise,36,14
 -1+1-1+1-1+1-1+1-1-1,708,38,135.333588839,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,9790,720,1082.78446722,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,5,7,125.687064171,noise,5,7
 -1+1-1+1-1+1-1+1-1+1,4865,582,603.694802046,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,27649,1819,2732.73274493,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,31395,2212,791.610122204,noise,40,10
 -1+1-1+1-1+1-1-1+1+1,72227,2624,547.981235027,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,27824,1629,724.241302967,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,19025,1375,472.065484047,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,7923,489,239.37788105,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,7348,586,274.537294865,noise,42,8
 -1+1-1+1-1+1-1+1+1+1,5846,720,1863.24056697,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,7530,620,2439.18443799,noise,36,14
 -1+1-1+1-1+1-1+1+1+1,136,41,1342.06373119,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,45499,2277,614.453217983,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,17946,1396,1335.61155891,noise,42,8
 -1+1-1+1-1+1-1-1+1+1,269,59,59.0770189762,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,3564,532,559.210209846,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,17889,1206,406.683578014,noise,34,16
 -1+1-1+1-1+1-1+1+1+1,168,25,169.082616806,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,19676,1088,329.245011091,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,9739,719,518.786247969,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,3094,154,125.591569901,noise,40,10
 -1+1-1+1-1+1-1+1+1+1,5206,365,2427.43096709,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,9756,917,567.097808123,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,41758,2008,1100.14958191,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,31714,1532,1428.25878692,noise,37,13
 -1+1-1+1-1+1-1+1-1-1,19835,1175,1095.48243809,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,17254,1348,2625.51118183,noise,34,16
 -1+1-1+1-1+1-1+1-1+1,28407,1623,2119.20542908,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,11543,1095,1172.86616087,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,5483,405,467.140484095,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,9100,531,1104.61979604,noise,42,8
 -1+1-1+1-1+1-1-1+1+1,20374,1340,1254.22156811,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,4877,501,1108.05183697,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,19249,1327,618.292659998,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,13752,872,330.322482109,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,3777,225,645.379369974,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,16252,1160,634.344541073,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,14848,1545,878.250222921,noise,37,13
 -1+1-1+1-1+1-1+1+1+1,18417,1504,1205.34745312,noise,35,15
 -1+1-1+1-1+1-1+1-1+1,2326,107,41.4262690544,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,5610,305,1386.98197985,noise,45,5
 -1+1-1+1-1+1-1+1+1+1,6454,647,891.745944023,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,10900,719,339.754477024,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,16868,1026,914.516405106,noise,37,13
 -1+1-1+1-1+1-1+1-1+1,16401,1381,616.453161955,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,2077,136,566.998963118,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,5021,351,244.192736864,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,52820,2685,1201.00065017,noise,39,11
 -1+1-1+1-1+1-1+1-1+1,11480,799,701.851485014,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,9,6,1143.04900479,noise,9,6
 -1+1-1+1-1+1-1+1+1+1,17602,1059,613.287651062,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,34454,2388,1220.66824603,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,1314,75,64.3142869473,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,25180,1207,683.824922085,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,1384,124,329.310935974,noise,33,17
 -1+1-1+1-1+1-1+1+1+1,28517,2218,1000.74267793,noise,46,4
 -1+1-1+1-1+1-1+1+1+1,28855,1221,656.638320923,noise,46,4
 -1+1-1+1-1+1-1-1+1+1,61293,2718,626.473879099,noise,43,7
 -1+1-1+1-1+1-1+1+1-1,5,7,335.673825026,noise,5,7
 -1+1-1+1-1+1-1+1-1+1,977,92,199.124843836,noise,39,11
 -1+1-1+1-1+1-1-1+1+1,39277,1745,671.138748169,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,21123,1254,1127.25176597,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,1513,147,2210.27277207,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,3758,409,615.721573114,noise,25,25
 -1+1-1+1-1+1-1+1-1+1,10463,799,1063.7839849,noise,43,7
 -1+1-1+1-1+1-1+1-1+1,174,12,91.2352349758,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,19452,1245,668.604893923,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,21651,1075,695.114887953,noise,37,13
 -1+1-1+1-1+1-1+1,4,4,13.4603989124,noise,4,4
 -1+1-1+1-1+1-1+1-1+1,9629,519,909.731667995,noise,33,17
 -1+1-1+1-1+1-1+1-1+1,25920,1351,1005.932091,noise,41,9
 -1+1-1+1-1+1-1+1-1-1,22429,1228,1502.49640703,noise,36,14
 -1+1-1+1-1+1-1-1+1+1,58906,2843,636.930698872,noise,43,7
 -1+1-1+1-1+1-1-1+1+1,80,59,3115.93231201,noise,30,20
 -1+1-1+1-1+1-1+1-1+1,3602,243,259.539222956,noise,45,5
 -1+1-1+1-1+1-1+1-1+1,1521,60,1787.99558997,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,46737,2086,649.780974865,noise,46,4
 -1+1-1+1-1+1-1+1-1-1,3961,163,49.24208498,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,12664,943,657.379621029,noise,29,21
 -1+1-1+1-1+1-1+1-1+1,12665,852,610.372622013,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,3864,314,1160.82676888,noise,42,8
 -1+1-1+1-1+1-1+1-1+1,10074,845,1208.88274312,noise,31,19
 -1+1-1+1-1+1-1-1+1+1,1651,133,463.451357841,noise,43,7
 -1+1-1+1-1+1-1+1+1+1,496,66,674.511389971,noise,41,9
 -1+1-1+1-1+1-1+1+1+1,27822,1078,736.598256111,noise,46,4
 -1+1-1+1-1+1-1+1-1+1,8144,536,934.729454041,noise,41,9
 -1+1-1+1-1+1-1+1-1+1,2429,201,618.081992149,noise,40,10
 -1+1-1+1-1+1-1+1-1+1,11859,1027,605.68074894,noise,41,9
